stamp,average_steering_ang_fdbk,secondary_steering_ang_fdbk,primary_steering_angle_fbk
"builtin_interfaces.msg.Time(sec=1751478069, nanosec=855862911)",-57.5,-57.5,-57.5
"builtin_interfaces.msg.Time(sec=1751478069, nanosec=865905867)",-57.5,-57.5,-57.5
"builtin_interfaces.msg.Time(sec=1751478069, nanosec=875844954)",-57.5,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478069, nanosec=885927455)",-57.5,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478069, nanosec=896130761)",-57.5,-57.5,-57.5
"builtin_interfaces.msg.Time(sec=1751478069, nanosec=905892565)",-57.5,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478069, nanosec=915877146)",-58.0,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478069, nanosec=925905791)",-57.5,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478069, nanosec=935968852)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478069, nanosec=945961632)",-57.5,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478069, nanosec=955943636)",-57.5,-57.5,-57.5
"builtin_interfaces.msg.Time(sec=1751478069, nanosec=965847698)",-57.5,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478069, nanosec=975905151)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478069, nanosec=985848617)",-57.5,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478069, nanosec=995950759)",-58.0,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=5898573)",-57.5,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=15936191)",-57.5,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=25953666)",-57.5,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=45995587)",-58.0,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=45995587)",-58.0,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=56072156)",-57.5,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=65925035)",-57.5,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=75959224)",-57.5,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=86576377)",-57.5,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=96712941)",-58.0,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=106017610)",-58.0,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=115864590)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=125866281)",-58.0,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=125866281)",-58.0,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=145935958)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=155897063)",-58.0,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=165871952)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=175911684)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=185906156)",-58.0,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=195845354)",-58.0,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=205896608)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=215894875)",-58.0,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=226382251)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=235895986)",-58.0,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=245841402)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=255847952)",-58.0,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=265898337)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=275862973)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=285981814)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=295849813)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=305893240)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=315846332)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=326151373)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=335891737)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=345896202)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=355910750)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=365932535)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=375893678)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=385909834)",-58.0,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=396003397)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=405866681)",-58.0,-58.0,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=415886868)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=426795334)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=436439761)",-58.0,-58.0,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=446393961)",-58.0,-58.0,-57.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=455936012)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=466730311)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=476492661)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=486002295)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=496231651)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=506011287)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=517684761)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=525896237)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=535973270)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=546236825)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=555919930)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=565935099)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=577201916)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=585941327)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=598398213)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=606786563)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=615913903)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=625907727)",-58.0,-58.0,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=635939889)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=645927201)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=658484694)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=665929176)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=675924283)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=685919772)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=695896644)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=705915713)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=716943397)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=725903032)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=738418569)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=746404674)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=758534900)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=766774249)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=775921957)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=785922303)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=797202007)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=805914554)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=815924490)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=826298157)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=838437661)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=845895051)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=855916912)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=866001428)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=875945942)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=885899965)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=895918655)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=905999543)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=916663146)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=925860258)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=935918627)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=945897297)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=956579470)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=965892476)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=975908862)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=985981849)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478070, nanosec=996191885)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=5896295)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=15972061)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=25922565)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=35880679)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=45882275)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=55920919)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=65924221)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=75905874)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=86355982)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=95905691)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=105943378)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=115831055)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=126746298)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=135876090)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=145915366)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=155894556)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=165912991)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=175858509)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=185889367)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=196299110)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=205873826)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=215885304)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=226331112)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=235881021)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=245919186)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=255939914)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=265917965)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=276598772)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=285871852)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=295912028)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=305882126)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=315878104)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=325908159)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=335891035)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=345855801)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=356250389)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=365940949)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=376033801)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=385931643)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=396105808)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=405918314)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=415849845)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=425905336)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=435890345)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=446196622)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=456183841)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=466311915)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=475902997)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=486139613)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=495855027)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=505868474)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=515901477)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=525881450)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=535862114)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=545979922)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=555875715)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=565856460)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=575895743)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=585921912)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=595940788)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=605889107)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=615893207)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=625900281)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=635945694)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=645867669)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=655871924)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=665887811)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=675868294)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=685854285)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=698328868)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=706084103)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=715908335)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=725952234)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=735888692)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=745839763)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=755876619)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=765848532)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=775910398)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=785817482)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=795892230)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=805930336)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=815938305)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=825906996)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=835859303)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=845880282)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=855941456)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=865848559)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=875876291)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=885855437)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=895821109)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=905864678)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=916028754)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=926061242)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=935923380)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=945851632)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=955879691)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=965882368)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=975857773)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=985885589)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478071, nanosec=995947265)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=5863815)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=15886660)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=25902636)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=35870931)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=45855104)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=55867261)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=65866230)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=75911841)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=85869984)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=95856801)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=105856076)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=115853250)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=125899515)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=135880436)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=145861058)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=155913614)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=165891814)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=175894029)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=185880828)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=196078099)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=205824800)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=215872527)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=225859298)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=235853817)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=245875238)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=255841520)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=265862476)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=275880996)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=285837399)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=295894829)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=305837459)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=315846469)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=325841212)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=335827414)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=345896518)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=355907819)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=365893934)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=375903713)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=385921218)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=395909281)",-58.0,-58.5,-58.0
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=405906599)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=416723140)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=425850140)",-58.5,-58.5,-58.5
"builtin_interfaces.msg.Time(sec=1751478072, nanosec=435833458)",-58.5,-58.5,-58.5
